區間,strategy,tp_r,tol_fvg,總損益,勝率,單數
2023-01-01~2023-07-01,smc,1.15,0.002,41.930000000000064,0.1,10
2023-01-01~2023-07-01,smc_loose,1.1,0.003,662.9399999999998,0.1506849315068493,73
2023-07-01~2024-01-01,smc,1.1,0.002,147.94999999999982,0.2,5
2023-07-01~2024-01-01,smc_loose,1.15,0.003,329.7199999999996,0.1,30
2024-01-01~2024-07-01,smc,1.2,0.002,-304.0800000000013,0.03225806451612903,31
2024-01-01~2024-07-01,smc_loose,1.1,0.005,1302.7400000000011,0.13114754098360656,122
2024-07-01~2025-01-01,smc,1.05,0.002,447.3099999999986,0.2413793103448276,29
2024-07-01~2025-01-01,smc_loose,1.15,0.002,2102.7599999999998,0.13580246913580246,81
2025-01-01~2025-07-01,smc,1.05,0.002,341.9499999999982,0.20833333333333334,24
2025-01-01~2025-07-01,smc_loose,1.15,0.002,-44.80999999999926,0.08421052631578947,95
2025-07-01~2026-01-01,smc,1.05,0.002,-25.889999999999873,0.0,1
2025-07-01~2026-01-01,smc_loose,1.15,0.004,210.13000000000102,0.125,8
