區間,strategy,tp_r,tol_fvg,總損益,勝率,單數
2024-01-01~2024-07-01,smc,1.05,0.002,-896.4900000000011,0.030303030303030304,33
2024-01-01~2024-07-01,smc,1.05,0.003,-896.4900000000011,0.030303030303030304,33
2024-01-01~2024-07-01,smc,1.05,0.004,-896.4900000000011,0.030303030303030304,33
2024-01-01~2024-07-01,smc,1.05,0.005,-896.4900000000011,0.030303030303030304,33
2024-01-01~2024-07-01,smc,1.1,0.002,-714.7600000000016,0.030303030303030304,33
2024-01-01~2024-07-01,smc,1.1,0.003,-714.7600000000016,0.030303030303030304,33
2024-01-01~2024-07-01,smc,1.1,0.004,-714.7600000000016,0.030303030303030304,33
2024-01-01~2024-07-01,smc,1.1,0.005,-714.7600000000016,0.030303030303030304,33
2024-01-01~2024-07-01,smc,1.15,0.002,-519.9300000000017,0.03125,32
2024-01-01~2024-07-01,smc,1.15,0.003,-519.9300000000017,0.03125,32
2024-01-01~2024-07-01,smc,1.15,0.004,-519.9300000000017,0.03125,32
2024-01-01~2024-07-01,smc,1.15,0.005,-519.9300000000017,0.03125,32
2024-01-01~2024-07-01,smc,1.2,0.002,-304.0800000000013,0.03225806451612903,31
2024-01-01~2024-07-01,smc,1.2,0.003,-304.0800000000013,0.03225806451612903,31
2024-01-01~2024-07-01,smc,1.2,0.004,-304.0800000000013,0.03225806451612903,31
2024-01-01~2024-07-01,smc,1.2,0.005,-304.0800000000013,0.03225806451612903,31
2024-01-01~2024-07-01,smc_loose,1.05,0.002,-1020.8699999999967,0.1724137931034483,174
2024-01-01~2024-07-01,smc_loose,1.05,0.003,-1378.8399999999974,0.14948453608247422,194
2024-01-01~2024-07-01,smc_loose,1.05,0.004,-612.9299999999989,0.1641025641025641,195
2024-01-01~2024-07-01,smc_loose,1.05,0.005,-364.87999999999874,0.1658291457286432,199
2024-01-01~2024-07-01,smc_loose,1.1,0.002,-621.6899999999996,0.11016949152542373,118
2024-01-01~2024-07-01,smc_loose,1.1,0.003,815.0900000000001,0.13008130081300814,123
2024-01-01~2024-07-01,smc_loose,1.1,0.004,-77.64000000000078,0.1044776119402985,134
2024-01-01~2024-07-01,smc_loose,1.1,0.005,1302.7400000000011,0.13114754098360656,122
2024-01-01~2024-07-01,smc_loose,1.15,0.002,-573.7599999999998,0.06593406593406594,91
2024-01-01~2024-07-01,smc_loose,1.15,0.003,-497.6499999999992,0.06976744186046512,86
2024-01-01~2024-07-01,smc_loose,1.15,0.004,-743.3799999999978,0.061855670103092786,97
2024-01-01~2024-07-01,smc_loose,1.15,0.005,809.2700000000023,0.10126582278481013,79
2024-01-01~2024-07-01,smc_loose,1.2,0.002,-2462.0199999999995,0.024691358024691357,81
2024-01-01~2024-07-01,smc_loose,1.2,0.003,1208.889999999999,0.08620689655172414,58
2024-01-01~2024-07-01,smc_loose,1.2,0.004,-2671.7400000000002,0.023529411764705882,85
2024-01-01~2024-07-01,smc_loose,1.2,0.005,-1476.5999999999985,0.045454545454545456,66
