區間,strategy,tp_r,tol_fvg,總損益,勝率,單數
2023-07-01~2024-01-01,smc,1.05,0.002,146.9000000000001,0.4,5
2023-07-01~2024-01-01,smc,1.05,0.003,146.9000000000001,0.4,5
2023-07-01~2024-01-01,smc,1.05,0.004,146.9000000000001,0.4,5
2023-07-01~2024-01-01,smc,1.05,0.005,146.9000000000001,0.4,5
2023-07-01~2024-01-01,smc,1.1,0.002,147.94999999999982,0.2,5
2023-07-01~2024-01-01,smc,1.1,0.003,147.94999999999982,0.2,5
2023-07-01~2024-01-01,smc,1.1,0.004,147.94999999999982,0.2,5
2023-07-01~2024-01-01,smc,1.1,0.005,147.94999999999982,0.2,5
2023-07-01~2024-01-01,smc,1.15,0.002,-65.82000000000016,0.0,3
2023-07-01~2024-01-01,smc,1.15,0.003,-65.82000000000016,0.0,3
2023-07-01~2024-01-01,smc,1.15,0.004,-65.82000000000016,0.0,3
2023-07-01~2024-01-01,smc,1.15,0.005,-65.82000000000016,0.0,3
2023-07-01~2024-01-01,smc,1.2,0.002,-65.82000000000016,0.0,3
2023-07-01~2024-01-01,smc,1.2,0.003,-65.82000000000016,0.0,3
2023-07-01~2024-01-01,smc,1.2,0.004,-65.82000000000016,0.0,3
2023-07-01~2024-01-01,smc,1.2,0.005,-65.82000000000016,0.0,3
2023-07-01~2024-01-01,smc_loose,1.05,0.002,-110.77999999999884,0.14414414414414414,111
2023-07-01~2024-01-01,smc_loose,1.05,0.003,177.96000000000186,0.15702479338842976,121
2023-07-01~2024-01-01,smc_loose,1.05,0.004,-191.26999999999884,0.13934426229508196,122
2023-07-01~2024-01-01,smc_loose,1.05,0.005,102.14000000000146,0.16101694915254236,118
2023-07-01~2024-01-01,smc_loose,1.1,0.002,-86.71999999999935,0.09836065573770492,61
2023-07-01~2024-01-01,smc_loose,1.1,0.003,199.2300000000016,0.1044776119402985,67
2023-07-01~2024-01-01,smc_loose,1.1,0.004,167.4900000000007,0.1,80
2023-07-01~2024-01-01,smc_loose,1.1,0.005,270.6000000000013,0.10666666666666667,75
2023-07-01~2024-01-01,smc_loose,1.15,0.002,77.67000000000007,0.07317073170731707,41
2023-07-01~2024-01-01,smc_loose,1.15,0.003,329.7199999999996,0.1,30
2023-07-01~2024-01-01,smc_loose,1.15,0.004,286.22999999999934,0.09090909090909091,33
2023-07-01~2024-01-01,smc_loose,1.15,0.005,286.22999999999934,0.09090909090909091,33
2023-07-01~2024-01-01,smc_loose,1.2,0.002,198.4599999999998,0.06976744186046512,43
2023-07-01~2024-01-01,smc_loose,1.2,0.003,228.37000000000103,0.08695652173913043,23
2023-07-01~2024-01-01,smc_loose,1.2,0.004,184.52999999999975,0.07407407407407407,27
2023-07-01~2024-01-01,smc_loose,1.2,0.005,184.52999999999975,0.07407407407407407,27
