區間,strategy,tp_r,tol_fvg,總損益,勝率,單數,sharpe,max_drawdown,profit_factor
2023-07-01~2024-01-01,smc_loose,1.1,0.003,-1322.4099999999926,0.18181818181818182,22,-0.5535328848951417,1.1789163358687729,0.9097518330667225
2023-07-01~2024-01-01,smc_loose,1.1,0.004,-1494.3399999999929,0.18181818181818182,22,-0.611436180968763,1.1879526376559302,0.9016484937675527
2023-07-01~2024-01-01,smc_loose,1.1,0.005,-1494.3399999999929,0.18181818181818182,22,-0.611436180968763,1.1879526376559302,0.9016484937675527
2023-07-01~2024-01-01,smc_loose,1.15,0.002,10094.360000000004,0.2857142857142857,14,4.157244914366003,0.46329405747238256,2.063036422495046
2023-07-01~2024-01-01,smc_loose,1.15,0.003,10094.360000000004,0.2857142857142857,14,4.157244914366003,0.46329405747238256,2.063036422495046
2023-07-01~2024-01-01,smc_loose,1.15,0.004,9652.020000000008,0.2857142857142857,14,3.988385334437876,0.47445257859101064,1.9871836176133988
2023-07-01~2024-01-01,smc_loose,1.15,0.005,9652.020000000008,0.2857142857142857,14,3.988385334437876,0.47445257859101064,1.9871836176133988
2023-07-01~2024-01-01,smc_loose,1.2,0.002,3037.2399999999907,0.14285714285714285,7,,0.4072428921606911,1.9344060053223349
2023-07-01~2024-01-01,smc_loose,1.2,0.003,-5676.390000000007,0.06666666666666667,15,-3.1300366911296877,2.107821745850835,0.525547304932765
2023-07-01~2024-01-01,smc_loose,1.2,0.004,-6535.570000000007,0.06666666666666667,15,-3.6004729303770926,2.119890676673693,0.4903347510695405
2023-07-01~2024-01-01,smc_loose,1.2,0.005,-6430.430000000008,0.06666666666666667,15,-3.544230312879642,2.1018746037457814,0.49438832154437884
2024-01-01~2024-07-01,smc,1.05,0.002,0.0,0.0,0,,,
2024-01-01~2024-07-01,smc,1.05,0.003,0.0,0.0,0,,,
2024-01-01~2024-07-01,smc,1.05,0.004,0.0,0.0,0,,,
2024-01-01~2024-07-01,smc,1.05,0.005,0.0,0.0,0,,,
2024-01-01~2024-07-01,smc,1.1,0.002,0.0,0.0,0,,,
2024-01-01~2024-07-01,smc,1.1,0.003,0.0,0.0,0,,,
2024-01-01~2024-07-01,smc,1.1,0.004,0.0,0.0,0,,,
2024-01-01~2024-07-01,smc,1.1,0.005,0.0,0.0,0,,,
2024-01-01~2024-07-01,smc,1.15,0.002,0.0,0.0,0,,,
2024-01-01~2024-07-01,smc,1.15,0.003,0.0,0.0,0,,,
2024-01-01~2024-07-01,smc,1.15,0.004,0.0,0.0,0,,,
2024-01-01~2024-07-01,smc,1.15,0.005,0.0,0.0,0,,,
2024-01-01~2024-07-01,smc,1.2,0.002,0.0,0.0,0,,,
2024-01-01~2024-07-01,smc,1.2,0.003,0.0,0.0,0,,,
2024-01-01~2024-07-01,smc,1.2,0.004,0.0,0.0,0,,,
2024-01-01~2024-07-01,smc,1.2,0.005,0.0,0.0,0,,,
2024-01-01~2024-07-01,smc_loose,1.05,0.002,2308.1199999999953,0.24528301886792453,53,0.3094660032899071,13.74930632847902,1.050216312708657
2024-01-01~2024-07-01,smc_loose,1.05,0.003,4008.510000000002,0.25,52,0.5238433727300953,13.74930632847902,1.087421727380107
2024-01-01~2024-07-01,smc_loose,1.05,0.004,11444.029999999984,0.27450980392156865,51,1.5033339360465936,13.74930632847902,1.2708675003639087
2024-01-01~2024-07-01,smc_loose,1.05,0.005,18562.60999999998,0.3,50,2.4598010872362317,13.74930632847902,1.4760975442104436
2024-01-01~2024-07-01,smc_loose,1.1,0.002,17918.599999999955,0.2,35,2.4873977062700945,1.8149318435072157,1.587650953974347
2024-01-01~2024-07-01,smc_loose,1.1,0.003,27224.299999999967,0.225,40,3.1584033351305445,0.7470378639411063,1.7804221239092786
2024-01-01~2024-07-01,smc_loose,1.1,0.004,19769.61999999995,0.20512820512820512,39,2.422514456934557,0.7470378639411063,1.5572734176315997
2024-01-01~2024-07-01,smc_loose,1.1,0.005,25506.459999999977,0.21428571428571427,42,2.7974105353481686,0.7470378639411063,1.6675795795418518
2024-01-01~2024-07-01,smc_loose,1.15,0.002,23900.619999999988,0.18181818181818182,22,3.947784854727529,0.1788181816620083,2.4146480340453724
2024-01-01~2024-07-01,smc_loose,1.15,0.003,23900.619999999988,0.18181818181818182,22,3.947784854727529,0.1788181816620083,2.4146480340453724
2024-01-01~2024-07-01,smc_loose,1.15,0.004,23900.619999999988,0.18181818181818182,22,3.947784854727529,0.1788181816620083,2.4146480340453724
2024-01-01~2024-07-01,smc_loose,1.15,0.005,20204.449999999983,0.17391304347826086,23,3.31808341446202,0.2048303395098899,2.0504150565149586
2024-01-01~2024-07-01,smc_loose,1.2,0.002,-2949.4000000000306,0.05555555555555555,18,-0.8745968999878629,2.6326417642760997,0.8023796984571743
2024-01-01~2024-07-01,smc_loose,1.2,0.003,-1318.700000000019,0.058823529411764705,17,-0.4052180733211164,1.7299670083918428,0.9008039789737821
2024-01-01~2024-07-01,smc_loose,1.2,0.004,-1318.700000000019,0.058823529411764705,17,-0.4052180733211164,1.7299670083918428,0.9008039789737821
2024-01-01~2024-07-01,smc_loose,1.2,0.005,-1318.700000000019,0.058823529411764705,17,-0.4052180733211164,1.7299670083918428,0.9008039789737821
2024-07-01~2025-01-01,smc,1.05,0.002,-3628.7799999999916,0.0,2,,0.0,0.0
2024-07-01~2025-01-01,smc,1.05,0.003,-3628.7799999999916,0.0,2,,0.0,0.0
2024-07-01~2025-01-01,smc,1.05,0.004,-3628.7799999999916,0.0,2,,0.0,0.0
2024-07-01~2025-01-01,smc,1.05,0.005,-3628.7799999999916,0.0,2,,0.0,0.0
2024-07-01~2025-01-01,smc,1.1,0.002,-3628.7799999999916,0.0,2,,0.0,0.0
2024-07-01~2025-01-01,smc,1.1,0.003,-3628.7799999999916,0.0,2,,0.0,0.0
2024-07-01~2025-01-01,smc,1.1,0.004,-3628.7799999999916,0.0,2,,0.0,0.0
2024-07-01~2025-01-01,smc,1.1,0.005,-3628.7799999999916,0.0,2,,0.0,0.0
2024-07-01~2025-01-01,smc,1.15,0.002,-3628.7799999999916,0.0,2,,0.0,0.0
2024-07-01~2025-01-01,smc,1.15,0.003,-3628.7799999999916,0.0,2,,0.0,0.0
2024-07-01~2025-01-01,smc,1.15,0.004,-3628.7799999999916,0.0,2,,0.0,0.0
2024-07-01~2025-01-01,smc,1.15,0.005,-3628.7799999999916,0.0,2,,0.0,0.0
2024-07-01~2025-01-01,smc,1.2,0.002,-3628.7799999999916,0.0,2,,0.0,0.0
2024-07-01~2025-01-01,smc,1.2,0.003,-3628.7799999999916,0.0,2,,0.0,0.0
2024-07-01~2025-01-01,smc,1.2,0.004,-3628.7799999999916,0.0,2,,0.0,0.0
2024-07-01~2025-01-01,smc,1.2,0.005,-3628.7799999999916,0.0,2,,0.0,0.0
2024-07-01~2025-01-01,smc_loose,1.05,0.002,-46036.13999999994,0.13846153846153847,65,-4.388907423248811,0.0,0.47468143615697533
2024-07-01~2025-01-01,smc_loose,1.05,0.003,-59794.499999999935,0.11764705882352941,68,-5.777206100921668,0.0,0.3754280617572542
2024-07-01~2025-01-01,smc_loose,1.05,0.004,-52818.549999999945,0.1388888888888889,72,-4.788926956470627,0.0,0.4488238400146932
2024-07-01~2025-01-01,smc_loose,1.05,0.005,-54254.589999999946,0.1388888888888889,72,-4.917377533576453,0.0,0.44219730377390265
2024-07-01~2025-01-01,smc_loose,1.1,0.002,-29991.88999999997,0.09433962264150944,53,-2.769263382501774,0.0,0.5837893460117628
2024-07-01~2025-01-01,smc_loose,1.1,0.003,-35782.08999999996,0.08620689655172414,58,-2.9353830546695505,0.0,0.5617410528378611
2024-07-01~2025-01-01,smc_loose,1.1,0.004,-33243.33999999998,0.08620689655172414,58,-2.7817906927642677,0.0,0.5747743198191925
2024-07-01~2025-01-01,smc_loose,1.1,0.005,-34534.78999999997,0.08620689655172414,58,-2.8883402560669302,0.0,0.565433733369104
2024-07-01~2025-01-01,smc_loose,1.15,0.002,-23094.98999999997,0.06666666666666667,30,-3.4335164138422742,0.0,0.48807294791863204
2024-07-01~2025-01-01,smc_loose,1.15,0.003,-19161.18999999996,0.06976744186046512,43,-1.8842441700931334,16.369095993800265,0.6644076304341663
2024-07-01~2025-01-01,smc_loose,1.15,0.004,-17815.14999999998,0.07142857142857142,42,-1.7779785117997642,15.462030391859516,0.6804490643864156
2024-07-01~2025-01-01,smc_loose,1.15,0.005,-19106.59999999997,0.07142857142857142,42,-1.9052445684785184,15.333164864045235,0.6650434775901212
2024-07-01~2025-01-01,smc_loose,1.2,0.002,-13086.909999999982,0.07142857142857142,28,-1.6605722940096332,0.0,0.6886874566610808
2024-07-01~2025-01-01,smc_loose,1.2,0.003,3722.3500000000276,0.13333333333333333,15,0.6926104179146727,0.7342414348756381,1.1475449083757765
2024-07-01~2025-01-01,smc_loose,1.2,0.004,-19647.62999999994,0.04,25,-3.6369258045318227,0.0,0.43742929437106687
2024-07-01~2025-01-01,smc_loose,1.2,0.005,-19647.62999999994,0.04,25,-3.6369258045318227,0.0,0.43742929437106687
2025-01-01~2025-07-01,smc,1.05,0.002,-843.5800000000017,0.0,1,,0.0,0.0
2025-01-01~2025-07-01,smc,1.05,0.003,-843.5800000000017,0.0,1,,0.0,0.0
2025-01-01~2025-07-01,smc,1.05,0.004,-843.5800000000017,0.0,1,,0.0,0.0
2025-01-01~2025-07-01,smc,1.05,0.005,-843.5800000000017,0.0,1,,0.0,0.0
2025-01-01~2025-07-01,smc,1.1,0.002,-843.5800000000017,0.0,1,,0.0,0.0
2025-01-01~2025-07-01,smc,1.1,0.003,-843.5800000000017,0.0,1,,0.0,0.0
2025-01-01~2025-07-01,smc,1.1,0.004,-843.5800000000017,0.0,1,,0.0,0.0
2025-01-01~2025-07-01,smc,1.1,0.005,-843.5800000000017,0.0,1,,0.0,0.0
2025-01-01~2025-07-01,smc,1.15,0.002,-843.5800000000017,0.0,1,,0.0,0.0
2025-01-01~2025-07-01,smc,1.15,0.003,-843.5800000000017,0.0,1,,0.0,0.0
2025-01-01~2025-07-01,smc,1.15,0.004,-843.5800000000017,0.0,1,,0.0,0.0
2025-01-01~2025-07-01,smc,1.15,0.005,-843.5800000000017,0.0,1,,0.0,0.0
2025-01-01~2025-07-01,smc,1.2,0.002,-843.5800000000017,0.0,1,,0.0,0.0
2025-01-01~2025-07-01,smc,1.2,0.003,-843.5800000000017,0.0,1,,0.0,0.0
2025-01-01~2025-07-01,smc,1.2,0.004,-843.5800000000017,0.0,1,,0.0,0.0
2025-01-01~2025-07-01,smc,1.2,0.005,-843.5800000000017,0.0,1,,0.0,0.0
2025-01-01~2025-07-01,smc_loose,1.05,0.002,14553.289999999964,0.2631578947368421,57,1.130832415314742,4.855684556770929,1.2042543510376436
2025-01-01~2025-07-01,smc_loose,1.05,0.003,-18178.87000000001,0.2,60,-1.4429561984138983,0.0,0.787916039397336
2025-01-01~2025-07-01,smc_loose,1.05,0.004,-16211.969999999987,0.21052631578947367,57,-1.3223552952231685,7.678899015993721,0.8061458526770325
2025-01-01~2025-07-01,smc_loose,1.05,0.005,-13917.279999999984,0.21052631578947367,57,-1.1559655080656048,4.190184862902087,0.8288894921549189
2025-01-01~2025-07-01,smc_loose,1.1,0.002,46424.06999999999,0.30303030303030304,33,4.145022022483435,1.2037206029173275,1.9950372527548133
2025-01-01~2025-07-01,smc_loose,1.1,0.003,27806.199999999983,0.2702702702702703,37,2.1637424623102115,2.235767848552597,1.425995365958732
2025-01-01~2025-07-01,smc_loose,1.1,0.004,30647.809999999983,0.2702702702702703,37,2.419432038787708,0.8572070234520126,1.490900080359598
2025-01-01~2025-07-01,smc_loose,1.1,0.005,30647.809999999983,0.2702702702702703,37,2.419432038787708,0.8572070234520126,1.490900080359598
2025-01-01~2025-07-01,smc_loose,1.15,0.002,-3344.2499999999854,0.0967741935483871,31,-0.336629270112926,4.146833609271519,0.9299445421786544
2025-01-01~2025-07-01,smc_loose,1.15,0.003,-15005.439999999973,0.09375,32,-1.4065904059334449,0.0,0.7473762327148039
2025-01-01~2025-07-01,smc_loose,1.15,0.004,-29695.829999999944,0.08333333333333333,36,-2.5735274578427156,0.0,0.5991857604311375
2025-01-01~2025-07-01,smc_loose,1.15,0.005,-27401.13999999994,0.08333333333333333,36,-2.4022053914929313,0.0,0.6183370019278758
2025-01-01~2025-07-01,smc_loose,1.2,0.002,-16659.75999999998,0.05714285714285714,35,-1.4814316347990029,2.243806214914802,0.699496243107795
2025-01-01~2025-07-01,smc_loose,1.2,0.003,-35436.03999999998,0.05,40,-2.799609044165155,23.227823010625652,0.5225264943869037
2025-01-01~2025-07-01,smc_loose,1.2,0.004,-32001.389999999956,0.05555555555555555,36,-2.6658095282999503,21.073383849154848,0.5478820820312553
2025-01-01~2025-07-01,smc_loose,1.2,0.005,-29706.699999999953,0.05555555555555555,36,-2.500767582535835,19.6340028352421,0.5662393018874706
