區間,strategy,tp_r,tol_fvg,總損益,勝率,單數
2025-01-01~2025-07-01,smc,1.05,0.002,341.9499999999982,0.20833333333333334,24
2025-01-01~2025-07-01,smc,1.05,0.003,341.9499999999982,0.20833333333333334,24
2025-01-01~2025-07-01,smc,1.05,0.004,341.9499999999982,0.20833333333333334,24
2025-01-01~2025-07-01,smc,1.05,0.005,341.9499999999982,0.20833333333333334,24
2025-01-01~2025-07-01,smc,1.1,0.002,-360.4300000000014,0.047619047619047616,21
2025-01-01~2025-07-01,smc,1.1,0.003,-360.4300000000014,0.047619047619047616,21
2025-01-01~2025-07-01,smc,1.1,0.004,-360.4300000000014,0.047619047619047616,21
2025-01-01~2025-07-01,smc,1.1,0.005,-360.4300000000014,0.047619047619047616,21
2025-01-01~2025-07-01,smc,1.15,0.002,-277.9700000000014,0.047619047619047616,21
2025-01-01~2025-07-01,smc,1.15,0.003,-277.9700000000014,0.047619047619047616,21
2025-01-01~2025-07-01,smc,1.15,0.004,-277.9700000000014,0.047619047619047616,21
2025-01-01~2025-07-01,smc,1.15,0.005,-277.9700000000014,0.047619047619047616,21
2025-01-01~2025-07-01,smc,1.2,0.002,-693.1000000000015,0.0,21
2025-01-01~2025-07-01,smc,1.2,0.003,-693.1000000000015,0.0,21
2025-01-01~2025-07-01,smc,1.2,0.004,-693.1000000000015,0.0,21
2025-01-01~2025-07-01,smc,1.2,0.005,-693.1000000000015,0.0,21
2025-01-01~2025-07-01,smc_loose,1.05,0.002,-1478.2799999999995,0.16825396825396827,315
2025-01-01~2025-07-01,smc_loose,1.05,0.003,-2061.8,0.1590909090909091,308
2025-01-01~2025-07-01,smc_loose,1.05,0.004,-1907.350000000001,0.15824915824915825,297
2025-01-01~2025-07-01,smc_loose,1.05,0.005,-1392.14,0.16666666666666666,288
2025-01-01~2025-07-01,smc_loose,1.1,0.002,-955.2099999999984,0.1095890410958904,146
2025-01-01~2025-07-01,smc_loose,1.1,0.003,-949.5799999999983,0.11029411764705882,136
2025-01-01~2025-07-01,smc_loose,1.1,0.004,-306.4399999999998,0.11688311688311688,154
2025-01-01~2025-07-01,smc_loose,1.1,0.005,-383.41999999999916,0.11242603550295859,169
2025-01-01~2025-07-01,smc_loose,1.15,0.002,-44.80999999999926,0.08421052631578947,95
2025-01-01~2025-07-01,smc_loose,1.15,0.003,-1429.619999999999,0.06382978723404255,94
2025-01-01~2025-07-01,smc_loose,1.15,0.004,-1534.0499999999984,0.061855670103092786,97
2025-01-01~2025-07-01,smc_loose,1.15,0.005,-1683.5499999999986,0.05504587155963303,109
2025-01-01~2025-07-01,smc_loose,1.2,0.002,-1418.3399999999979,0.049019607843137254,102
2025-01-01~2025-07-01,smc_loose,1.2,0.003,-473.369999999999,0.060240963855421686,83
2025-01-01~2025-07-01,smc_loose,1.2,0.004,-577.7999999999984,0.05813953488372093,86
2025-01-01~2025-07-01,smc_loose,1.2,0.005,-1098.5299999999995,0.05,100
