區間,strategy,tp_r,tol_fvg,總損益_pct,勝率,單數,sharpe,max_drawdown,profit_factor
2023-01-01~2023-07-01,smc_loose,1.15,0.003,-13.265481,0.0615,195,-15.797762796478818,0.0,0.07467756797261195
2023-01-01~2023-07-01,smc_loose,1.15,0.004,-13.13819,0.0558,197,-15.546699598928297,0.0,0.07489567439983018
2023-01-01~2023-07-01,smc_loose,1.15,0.005,-11.771938,0.0595,185,-14.817849698479021,0.0,0.08286775323710564
2023-01-01~2023-07-01,smc_loose,1.2,0.002,-14.319495,0.051,157,-16.00524845954388,0.0,0.06520765322282877
2023-01-01~2023-07-01,smc_loose,1.2,0.003,-13.073997,0.0552,145,-15.702953191014117,0.0,0.07087451619147243
2023-01-01~2023-07-01,smc_loose,1.2,0.004,-12.677534,0.0625,144,-15.358845327627865,0.0,0.07310892352468422
2023-01-01~2023-07-01,smc_loose,1.2,0.005,-10.86968,0.0672,134,-14.19245758975882,0.0,0.08424409263372708
2023-07-01~2024-01-01,smc,1.05,0.002,-0.688851,0.1667,54,-7.414854978930893,17.910386046605918,0.37016643779702185
2023-07-01~2024-01-01,smc,1.05,0.003,-0.688851,0.1667,54,-7.414854978930893,17.910386046605918,0.37016643779702185
2023-07-01~2024-01-01,smc,1.05,0.004,-0.688851,0.1667,54,-7.414854978930893,17.910386046605918,0.37016643779702185
2023-07-01~2024-01-01,smc,1.05,0.005,-0.688851,0.1667,54,-7.414854978930893,17.910386046605918,0.37016643779702185
2023-07-01~2024-01-01,smc,1.1,0.002,-1.316565,0.0909,44,-10.191257762842481,0.0,0.19051212296744535
2023-07-01~2024-01-01,smc,1.1,0.003,-1.316565,0.0909,44,-10.191257762842481,0.0,0.19051212296744535
2023-07-01~2024-01-01,smc,1.1,0.004,-1.316565,0.0909,44,-10.191257762842481,0.0,0.19051212296744535
2023-07-01~2024-01-01,smc,1.1,0.005,-1.316565,0.0909,44,-10.191257762842481,0.0,0.19051212296744535
2023-07-01~2024-01-01,smc,1.15,0.002,-1.362752,0.1081,37,-8.142927664527265,0.0,0.25230498851842925
2023-07-01~2024-01-01,smc,1.15,0.003,-1.362752,0.1081,37,-8.142927664527265,0.0,0.25230498851842925
2023-07-01~2024-01-01,smc,1.15,0.004,-1.362752,0.1081,37,-8.142927664527265,0.0,0.25230498851842925
2023-07-01~2024-01-01,smc,1.15,0.005,-1.362752,0.1081,37,-8.142927664527265,0.0,0.25230498851842925
2023-07-01~2024-01-01,smc,1.2,0.002,-1.961752,0.0833,36,-9.522975690743223,0.0,0.17316504644382372
2023-07-01~2024-01-01,smc,1.2,0.003,-1.961752,0.0833,36,-9.522975690743223,0.0,0.17316504644382372
2023-07-01~2024-01-01,smc,1.2,0.004,-1.961752,0.0833,36,-9.522975690743223,0.0,0.17316504644382372
2023-07-01~2024-01-01,smc,1.2,0.005,-1.961752,0.0833,36,-9.522975690743223,0.0,0.17316504644382372
2023-07-01~2024-01-01,smc_loose,1.05,0.002,-7.466242,0.0759,303,-16.37424367090524,0.0,0.11147095769984697
2023-07-01~2024-01-01,smc_loose,1.05,0.003,-7.168289,0.0927,302,-15.78366846137346,0.0,0.11789457023866515
2023-07-01~2024-01-01,smc_loose,1.05,0.004,-6.577149,0.1014,286,-15.175867843758269,0.0,0.12809671273959647
2023-07-01~2024-01-01,smc_loose,1.05,0.005,-6.568011,0.1045,287,-15.100502385335295,0.0,0.12871456487528332
2023-07-01~2024-01-01,smc_loose,1.1,0.002,-5.674722,0.0569,123,-15.276189708854211,0.0,0.10883012389198615
2023-07-01~2024-01-01,smc_loose,1.1,0.003,-5.286614,0.0726,124,-14.249567709473682,0.0,0.11715352182253812
2023-07-01~2024-01-01,smc_loose,1.1,0.004,-4.971557,0.0917,120,-13.811127007432278,0.0,0.12508225045078983
2023-07-01~2024-01-01,smc_loose,1.1,0.005,-5.156773,0.0909,121,-14.151648487903982,0.0,0.1211338662335153
2023-07-01~2024-01-01,smc_loose,1.15,0.002,-8.187265,0.0351,114,-16.698499612973816,0.0,0.06785631326059624
2023-07-01~2024-01-01,smc_loose,1.15,0.003,-8.148835,0.0367,109,-17.240501421217626,0.0,0.06815451739886584
2023-07-01~2024-01-01,smc_loose,1.15,0.004,-7.532778,0.0577,104,-16.622924602728872,0.0,0.07437011655558952
2023-07-01~2024-01-01,smc_loose,1.15,0.005,-7.817995,0.0571,105,-17.0648471055239,0.0,0.0718518910862339
2023-07-01~2024-01-01,smc_loose,1.2,0.002,-10.885216,0.0283,106,-18.13269241483578,0.0,0.05199344609669687
2023-07-01~2024-01-01,smc_loose,1.2,0.003,-11.471304,0.045,111,-18.285344528133383,0.0,0.04962611557623721
2023-07-01~2024-01-01,smc_loose,1.2,0.004,-11.037596,0.0481,104,-18.665601852466004,0.0,0.05147573439551138
2023-07-01~2024-01-01,smc_loose,1.2,0.005,-11.037596,0.0481,104,-18.665601852466004,0.0,0.05147573439551138
2024-01-01~2024-07-01,smc,1.05,0.002,-1.275735,0.0943,53,-17.305891482549587,478.74291585256555,0.07501405573967494
2024-01-01~2024-07-01,smc,1.05,0.003,-1.275735,0.0943,53,-17.305891482549587,478.74291585256555,0.07501405573967494
2024-01-01~2024-07-01,smc,1.05,0.004,-1.275735,0.0943,53,-17.305891482549587,478.74291585256555,0.07501405573967494
2024-01-01~2024-07-01,smc,1.05,0.005,-1.275735,0.0943,53,-17.305891482549587,478.74291585256555,0.07501405573967494
2024-01-01~2024-07-01,smc,1.1,0.002,-2.237287,0.0784,51,-16.507316977313163,838.8288186039696,0.04460730448936696
2024-01-01~2024-07-01,smc,1.1,0.003,-2.237287,0.0784,51,-16.507316977313163,838.8288186039696,0.04460730448936696
2024-01-01~2024-07-01,smc,1.1,0.004,-2.237287,0.0784,51,-16.507316977313163,838.8288186039696,0.04460730448936696
2024-01-01~2024-07-01,smc,1.1,0.005,-2.237287,0.0784,51,-16.507316977313163,838.8288186039696,0.04460730448936696
2024-01-01~2024-07-01,smc,1.15,0.002,-3.086287,0.08,50,-15.309671563561357,1156.7660383898005,0.04766155025941695
2024-01-01~2024-07-01,smc,1.15,0.003,-3.086287,0.08,50,-15.309671563561357,1156.7660383898005,0.04766155025941695
2024-01-01~2024-07-01,smc,1.15,0.004,-3.086287,0.08,50,-15.309671563561357,1156.7660383898005,0.04766155025941695
2024-01-01~2024-07-01,smc,1.15,0.005,-3.086287,0.08,50,-15.309671563561357,1156.7660383898005,0.04766155025941695
2024-01-01~2024-07-01,smc,1.2,0.002,-3.216265,0.05,40,-16.20846618708726,1205.4408430739486,0.001480008312045774
2024-01-01~2024-07-01,smc,1.2,0.003,-3.216265,0.05,40,-16.20846618708726,1205.4408430739486,0.001480008312045774
2024-01-01~2024-07-01,smc,1.2,0.004,-3.216265,0.05,40,-16.20846618708726,1205.4408430739486,0.001480008312045774
2024-01-01~2024-07-01,smc,1.2,0.005,-3.216265,0.05,40,-16.20846618708726,1205.4408430739486,0.001480008312045774
2024-01-01~2024-07-01,smc_loose,1.05,0.002,-10.623148,0.1126,462,-15.108377436531782,0.0,0.13247098117652562
2024-01-01~2024-07-01,smc_loose,1.05,0.003,-11.707112,0.1089,505,-15.457250624925376,0.0,0.12261879959963205
2024-01-01~2024-07-01,smc_loose,1.05,0.004,-12.566247,0.1105,525,-15.831281489793925,0.0,0.11976181052653981
2024-01-01~2024-07-01,smc_loose,1.05,0.005,-11.264247,0.119,479,-15.48652096672032,0.0,0.1251089974449911
2024-01-01~2024-07-01,smc_loose,1.1,0.002,-15.019722,0.0938,352,-14.847473503663478,0.0,0.09559488255043347
2024-01-01~2024-07-01,smc_loose,1.1,0.003,-18.143687,0.0898,412,-15.538497045583425,0.0,0.08070376967452753
2024-01-01~2024-07-01,smc_loose,1.1,0.004,-15.572904,0.0978,368,-14.776139417871493,0.0,0.09295214389704755
2024-01-01~2024-07-01,smc_loose,1.1,0.005,-14.852494,0.1003,359,-14.446493974717171,0.0,0.09692616212314191
2024-01-01~2024-07-01,smc_loose,1.15,0.002,-14.669587,0.0987,233,-14.832607296785016,0.0,0.07823386212604005
2024-01-01~2024-07-01,smc_loose,1.15,0.003,-16.549648,0.0885,260,-15.150217207897647,0.0,0.07000826015916994
2024-01-01~2024-07-01,smc_loose,1.15,0.004,-13.45163,0.0942,223,-14.23988653292831,0.0,0.08443725245782374
2024-01-01~2024-07-01,smc_loose,1.15,0.005,-13.831112,0.0958,240,-13.628131990884713,0.0,0.09203666527974873
2024-01-01~2024-07-01,smc_loose,1.2,0.002,-7.936424,0.0784,102,-13.590719577866988,0.0,0.09198731807433644
2024-01-01~2024-07-01,smc_loose,1.2,0.003,-13.458617,0.0596,151,-15.916418650155101,0.0,0.05653084173686272
2024-01-01~2024-07-01,smc_loose,1.2,0.004,-8.528684,0.0673,104,-14.241223961673837,0.0,0.08604423702026076
2024-01-01~2024-07-01,smc_loose,1.2,0.005,-6.510134,0.0778,90,-12.596237362138329,0.0,0.10979413890211626
2024-07-01~2025-01-01,smc,1.05,0.002,-1.148633,0.1475,61,-14.263588032615921,50.57145325401977,0.09736702841320477
2024-07-01~2025-01-01,smc,1.05,0.003,-1.148633,0.1475,61,-14.263588032615921,50.57145325401977,0.09736702841320477
2024-07-01~2025-01-01,smc,1.05,0.004,-1.148633,0.1475,61,-14.263588032615921,50.57145325401977,0.09736702841320477
2024-07-01~2025-01-01,smc,1.05,0.005,-1.148633,0.1475,61,-14.263588032615921,50.57145325401977,0.09736702841320477
2024-07-01~2025-01-01,smc,1.1,0.002,-2.017549,0.1525,59,-12.556209919428891,28.57297852266823,0.0998919339028774
2024-07-01~2025-01-01,smc,1.1,0.003,-2.017549,0.1525,59,-12.556209919428891,28.57297852266823,0.0998919339028774
2024-07-01~2025-01-01,smc,1.1,0.004,-2.017549,0.1525,59,-12.556209919428891,28.57297852266823,0.0998919339028774
2024-07-01~2025-01-01,smc,1.1,0.005,-2.017549,0.1525,59,-12.556209919428891,28.57297852266823,0.0998919339028774
2024-07-01~2025-01-01,smc,1.15,0.002,-2.92187,0.1404,57,-13.20370611486382,0.0,0.056479117166045235
2024-07-01~2025-01-01,smc,1.15,0.003,-2.92187,0.1404,57,-13.20370611486382,0.0,0.056479117166045235
2024-07-01~2025-01-01,smc,1.15,0.004,-2.92187,0.1404,57,-13.20370611486382,0.0,0.056479117166045235
2024-07-01~2025-01-01,smc,1.15,0.005,-2.92187,0.1404,57,-13.20370611486382,0.0,0.056479117166045235
2024-07-01~2025-01-01,smc,1.2,0.002,-3.397335,0.1373,51,-12.699393028408771,0.0,0.06077473200506674
2024-07-01~2025-01-01,smc,1.2,0.003,-3.397335,0.1373,51,-12.699393028408771,0.0,0.06077473200506674
2024-07-01~2025-01-01,smc,1.2,0.004,-3.397335,0.1373,51,-12.699393028408771,0.0,0.06077473200506674
2024-07-01~2025-01-01,smc,1.2,0.005,-3.397335,0.1373,51,-12.699393028408771,0.0,0.06077473200506674
2024-07-01~2025-01-01,smc_loose,1.05,0.002,-11.959806,0.1133,565,-13.964059948778457,0.0,0.14213089171396753
2024-07-01~2025-01-01,smc_loose,1.05,0.003,-12.54506,0.1127,577,-14.428247800409354,0.0,0.13393111531239407
2024-07-01~2025-01-01,smc_loose,1.05,0.004,-12.118923,0.1208,571,-14.12494492459727,0.0,0.13731609414995816
2024-07-01~2025-01-01,smc_loose,1.05,0.005,-12.790468,0.1115,574,-14.90101302801658,0.0,0.12486487810194503
2024-07-01~2025-01-01,smc_loose,1.1,0.002,-10.112424,0.1014,286,-12.330150140039043,0.0,0.1319105495492534
2024-07-01~2025-01-01,smc_loose,1.1,0.003,-10.849182,0.0938,288,-12.962544328322478,0.0,0.12400024365411619
2024-07-01~2025-01-01,smc_loose,1.1,0.004,-10.043159,0.1029,272,-12.58852172643674,0.0,0.1346990359556314
2024-07-01~2025-01-01,smc_loose,1.1,0.005,-9.506068,0.1042,259,-12.579162937355848,0.0,0.13352409339013743
2024-07-01~2025-01-01,smc_loose,1.15,0.002,-8.592362,0.1098,164,-12.413406007694423,0.0,0.10981966224174962
2024-07-01~2025-01-01,smc_loose,1.15,0.003,-6.534789,0.1223,139,-11.090220156234569,0.0,0.13996072237751953
2024-07-01~2025-01-01,smc_loose,1.15,0.004,-6.347837,0.1367,139,-10.80142846014449,0.0,0.14696551725273704
2024-07-01~2025-01-01,smc_loose,1.15,0.005,-7.572991,0.1242,153,-11.672935139461181,0.0,0.126120838637229
2024-07-01~2025-01-01,smc_loose,1.2,0.002,-17.824552,0.0769,234,-13.974767870416875,0.0,0.06492402665528066
2024-07-01~2025-01-01,smc_loose,1.2,0.003,-15.885605,0.0755,212,-13.626722318688321,0.0,0.07222687728926229
2024-07-01~2025-01-01,smc_loose,1.2,0.004,-16.452061,0.0755,212,-14.007281562466048,0.0,0.07135255648844419
2024-07-01~2025-01-01,smc_loose,1.2,0.005,-15.843619,0.0732,205,-13.920814863842967,0.0,0.07384922592276799
2025-01-01~2025-07-01,smc,1.05,0.002,-1.183221,0.1667,60,-13.548994258245232,0.0,0.12676482896307437
2025-01-01~2025-07-01,smc,1.05,0.003,-1.183221,0.1667,60,-13.548994258245232,0.0,0.12676482896307437
2025-01-01~2025-07-01,smc,1.05,0.004,-1.183221,0.1667,60,-13.548994258245232,0.0,0.12676482896307437
2025-01-01~2025-07-01,smc,1.05,0.005,-1.183221,0.1667,60,-13.548994258245232,0.0,0.12676482896307437
2025-01-01~2025-07-01,smc,1.1,0.002,-2.312908,0.1356,59,-14.917001255080923,0.0,0.05079240843809564
2025-01-01~2025-07-01,smc,1.1,0.003,-2.312908,0.1356,59,-14.917001255080923,0.0,0.05079240843809564
2025-01-01~2025-07-01,smc,1.1,0.004,-2.312908,0.1356,59,-14.917001255080923,0.0,0.05079240843809564
2025-01-01~2025-07-01,smc,1.1,0.005,-2.312908,0.1356,59,-14.917001255080923,0.0,0.05079240843809564
2025-01-01~2025-07-01,smc,1.15,0.002,-3.343831,0.1404,57,-14.597144538139398,0.0,0.04939865164427022
2025-01-01~2025-07-01,smc,1.15,0.003,-3.343831,0.1404,57,-14.597144538139398,0.0,0.04939865164427022
2025-01-01~2025-07-01,smc,1.15,0.004,-3.343831,0.1404,57,-14.597144538139398,0.0,0.04939865164427022
2025-01-01~2025-07-01,smc,1.15,0.005,-3.343831,0.1404,57,-14.597144538139398,0.0,0.04939865164427022
2025-01-01~2025-07-01,smc,1.2,0.002,-4.385778,0.1429,56,-14.479065640305242,0.0,0.048543749328941246
2025-01-01~2025-07-01,smc,1.2,0.003,-4.385778,0.1429,56,-14.479065640305242,0.0,0.048543749328941246
2025-01-01~2025-07-01,smc,1.2,0.004,-4.385778,0.1429,56,-14.479065640305242,0.0,0.048543749328941246
2025-01-01~2025-07-01,smc,1.2,0.005,-4.385778,0.1429,56,-14.479065640305242,0.0,0.048543749328941246
2025-01-01~2025-07-01,smc_loose,1.05,0.002,-9.055434,0.0894,414,-14.768015559234529,0.0,0.12551314911474473
2025-01-01~2025-07-01,smc_loose,1.05,0.003,-9.998974,0.0858,443,-15.299396461579086,0.0,0.11537581998853143
2025-01-01~2025-07-01,smc_loose,1.05,0.004,-9.875864,0.0819,452,-14.857962075080376,0.0,0.11959005422216465
2025-01-01~2025-07-01,smc_loose,1.05,0.005,-9.221881,0.086,442,-14.236735183412817,0.0,0.12710356408319165
2025-01-01~2025-07-01,smc_loose,1.1,0.002,-9.249979,0.0667,240,-13.760341759627522,0.0,0.09850804495192744
2025-01-01~2025-07-01,smc_loose,1.1,0.003,-11.294606,0.0627,271,-14.875324063215148,0.0,0.08246794617174029
2025-01-01~2025-07-01,smc_loose,1.1,0.004,-12.027009,0.0627,271,-15.87575055297198,0.0,0.07020791634167291
2025-01-01~2025-07-01,smc_loose,1.1,0.005,-11.674166,0.063,270,-15.547813226893638,0.0,0.0721767409693185
2025-01-01~2025-07-01,smc_loose,1.15,0.002,-6.248735,0.0598,117,-13.130630623261235,0.0,0.08917636992522518
2025-01-01~2025-07-01,smc_loose,1.15,0.003,-8.503102,0.058,138,-14.93013707970522,0.0,0.06757021176449662
2025-01-01~2025-07-01,smc_loose,1.15,0.004,-9.93788,0.0427,164,-14.951350121584863,0.0,0.05762979792929376
2025-01-01~2025-07-01,smc_loose,1.15,0.005,-8.607368,0.0458,153,-14.038700948057846,0.0,0.06595060390921123
2025-01-01~2025-07-01,smc_loose,1.2,0.002,-7.701841,0.05,100,-14.444977377996937,0.0,0.0509876575377221
2025-01-01~2025-07-01,smc_loose,1.2,0.003,-11.715868,0.048,125,-17.290956844549275,0.0,0.03446436155160918
2025-01-01~2025-07-01,smc_loose,1.2,0.004,-12.546167,0.0382,131,-17.705481890629194,0.0,0.0316258833638536
2025-01-01~2025-07-01,smc_loose,1.2,0.005,-10.74963,0.0417,120,-16.607421730830914,0.0,0.036717306735370714
2025-07-01~2026-01-01,smc,1.05,0.002,-0.051,0.0,1,,,
2025-07-01~2026-01-01,smc,1.05,0.003,-0.051,0.0,1,,,
2025-07-01~2026-01-01,smc,1.05,0.004,-0.051,0.0,1,,,
2025-07-01~2026-01-01,smc,1.05,0.005,-0.051,0.0,1,,,
2025-07-01~2026-01-01,smc,1.1,0.002,-0.101,0.0,1,,,
2025-07-01~2026-01-01,smc,1.1,0.003,-0.101,0.0,1,,,
2025-07-01~2026-01-01,smc,1.1,0.004,-0.101,0.0,1,,,
2025-07-01~2026-01-01,smc,1.1,0.005,-0.101,0.0,1,,,
2025-07-01~2026-01-01,smc,1.15,0.002,-0.151,0.0,1,,,
2025-07-01~2026-01-01,smc,1.15,0.003,-0.151,0.0,1,,,
2025-07-01~2026-01-01,smc,1.15,0.004,-0.151,0.0,1,,,
2025-07-01~2026-01-01,smc,1.15,0.005,-0.151,0.0,1,,,
2025-07-01~2026-01-01,smc,1.2,0.002,-0.201,0.0,1,,,
2025-07-01~2026-01-01,smc,1.2,0.003,-0.201,0.0,1,,,
2025-07-01~2026-01-01,smc,1.2,0.004,-0.201,0.0,1,,,
2025-07-01~2026-01-01,smc,1.2,0.005,-0.201,0.0,1,,,
2025-07-01~2026-01-01,smc_loose,1.05,0.002,-1.083791,0.0769,26,-28.49642057492737,0.0,0.08292498800970671
2025-07-01~2026-01-01,smc_loose,1.05,0.003,-1.083791,0.0769,26,-28.49642057492737,0.0,0.08292498800970671
2025-07-01~2026-01-01,smc_loose,1.05,0.004,-1.083791,0.0769,26,-28.49642057492737,0.0,0.08292498800970671
2025-07-01~2026-01-01,smc_loose,1.05,0.005,-1.134791,0.0741,27,-29.238796652444524,0.0,0.0794944190204263
2025-07-01~2026-01-01,smc_loose,1.1,0.002,-2.033576,0.0417,24,-34.1174485192637,0.0,0.046422732894344856
2025-07-01~2026-01-01,smc_loose,1.1,0.003,-1.727451,0.05,20,-34.179443945301465,0.0,0.054203491629867824
2025-07-01~2026-01-01,smc_loose,1.1,0.004,-1.727451,0.05,20,-34.179443945301465,0.0,0.054203491629867824
2025-07-01~2026-01-01,smc_loose,1.1,0.005,-1.727451,0.05,20,-34.179443945301465,0.0,0.054203491629867824
2025-07-01~2026-01-01,smc_loose,1.15,0.002,-2.718,0.0,18,-6.3185683228359384e+16,0.0,0.0
2025-07-01~2026-01-01,smc_loose,1.15,0.003,-2.718,0.0,18,-6.3185683228359384e+16,0.0,0.0
2025-07-01~2026-01-01,smc_loose,1.15,0.004,-2.718,0.0,18,-6.3185683228359384e+16,0.0,0.0
2025-07-01~2026-01-01,smc_loose,1.15,0.005,-2.718,0.0,18,-6.3185683228359384e+16,0.0,0.0
2025-07-01~2026-01-01,smc_loose,1.2,0.002,-3.618,0.0,18,-6.543497121724307e+16,0.0,0.0
2025-07-01~2026-01-01,smc_loose,1.2,0.003,-3.618,0.0,18,-6.543497121724307e+16,0.0,0.0
2025-07-01~2026-01-01,smc_loose,1.2,0.004,-3.618,0.0,18,-6.543497121724307e+16,0.0,0.0
2025-07-01~2026-01-01,smc_loose,1.2,0.005,-3.618,0.0,18,-6.543497121724307e+16,0.0,0.0
